#TYPE System.Diagnostics.Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__NounName,Name,Handles,VM,WS,PM,NPM,Path,Company,CPU,FileVersion,ProductVersion,Description,Product,BasePriority,ExitCode,HasExited,ExitTime,Handle,SafeHandle,HandleCount,Id,MachineName,MainWindowHandle,MainWindowTitle,MainModule,MaxWorkingSet,MinWorkingSet,Modules,NonpagedSystemMemorySize,NonpagedSystemMemorySize64,PagedMemorySize,PagedMemorySize64,PagedSystemMemorySize,PagedSystemMemorySize64,PeakPagedMemorySize,PeakPagedMemorySize64,PeakWorkingSet,PeakWorkingSet64,PeakVirtualMemorySize,PeakVirtualMemorySize64,PriorityBoostEnabled,PriorityClass,PrivateMemorySize,PrivateMemorySize64,PrivilegedProcessorTime,ProcessName,ProcessorAffinity,Responding,SessionId,StartInfo,StartTime,SynchronizingObject,Threads,TotalProcessorTime,UserProcessorTime,VirtualMemorySize,VirtualMemorySize64,EnableRaisingEvents,StandardInput,StandardOutput,StandardError,WorkingSet,WorkingSet64,Site,Container
Process,cltmng,379,113295360,16932864,4435968,20088,C:\PROGRA~2\LENOVO~1\LenovoBrowserGuard\bin\cltmng.exe,ClientConnect LTD,0.359375,2.16.60.37,2.16.60.37,Lenovo Browser Guard,Lenovo Browser Guard,8,,FALSE,,4404,Microsoft.Win32.SafeHandles.SafeProcessHandle,379,5444,.,0,,System.Diagnostics.ProcessModule (cltmng.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,20088,20088,4435968,4435968,222712,222712,5021696,5021696,17649664,17649664,125464576,125464576,TRUE,Normal,4435968,4435968,00:00.2,cltmng,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:49,,System.Diagnostics.ProcessThreadCollection,00:00.4,00:00.2,113295360,113295360,FALSE,,,,16932864,16932864,,
Process,CltMngSvc,155,68861952,8527872,1974272,11200,,,,,,,,8,,,,,,155,3284,.,0,,,,,,11200,11200,1974272,1974272,132792,132792,2416640,2416640,9428992,9428992,81645568,81645568,,,1974272,1974272,,CltMngSvc,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,68861952,68861952,FALSE,,,,8527872,8527872,,
Process,cmd,48,81907712,2850816,1978368,4480,C:\WINDOWS\SysWOW64\cmd.exe,Microsoft Corporation,0,10.0.10240.16384 (th1.150709-1700),10.0.10240.16384,Windows Command Processor,Microsoft? Windows? Operating System,8,,FALSE,,6052,Microsoft.Win32.SafeHandles.SafeProcessHandle,48,5284,.,0,,System.Diagnostics.ProcessModule (cmd.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,4480,4480,1978368,1978368,31792,31792,3088384,3088384,3661824,3661824,87248896,87248896,TRUE,Normal,1978368,1978368,0:00:00,cmd,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 10:18,,System.Diagnostics.ProcessThreadCollection,0:00:00,0:00:00,81907712,81907712,FALSE,,,,2850816,2850816,,
Process,conhost,104,2.20E+12,8171520,10379264,7864,,,,,,,,8,,,,,,104,3532,.,0,,,,,,7864,7864,10379264,10379264,124160,124160,10592256,10592256,9338880,9338880,67280896,2.20E+12,,,10379264,10379264,,conhost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,66199552,2.20E+12,FALSE,,,,8171520,8171520,,
Process,conhost,129,2.20E+12,10801152,3858432,10864,C:\WINDOWS\system32\conhost.exe,Microsoft Corporation,7.359375,10.0.10240.16384 (th1.150709-1700),10.0.10240.16384,Console Window Host,Microsoft? Windows? Operating System,8,,FALSE,,5496,Microsoft.Win32.SafeHandles.SafeProcessHandle,129,6608,.,0,,System.Diagnostics.ProcessModule (conhost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,10864,10864,3858432,3858432,177320,177320,7835648,7835648,13062144,13062144,97566720,2.20E+12,TRUE,Normal,3858432,3858432,00:06.3,conhost,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 14:58,,System.Diagnostics.ProcessThreadCollection,00:07.4,00:01.0,96317440,2.20E+12,FALSE,,,,10801152,10801152,,
Process,conhost,108,2.20E+12,5791744,1609728,8688,C:\WINDOWS\system32\conhost.exe,Microsoft Corporation,0.03125,10.0.10240.16384 (th1.150709-1700),10.0.10240.16384,Console Window Host,Microsoft? Windows? Operating System,8,,FALSE,,3216,Microsoft.Win32.SafeHandles.SafeProcessHandle,108,6684,.,0,,System.Diagnostics.ProcessModule (conhost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,8688,8688,1609728,1609728,173440,173440,1769472,1769472,6868992,6868992,86151168,2.20E+12,TRUE,Normal,1609728,1609728,00:00.0,conhost,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 10:18,,System.Diagnostics.ProcessThreadCollection,00:00.0,0:00:00,85340160,2.20E+12,FALSE,,,,5791744,5791744,,
Process,conhost,87,2.20E+12,4538368,1409024,6784,C:\WINDOWS\system32\conhost.exe,Microsoft Corporation,0,10.0.10240.16384 (th1.150709-1700),10.0.10240.16384,Console Window Host,Microsoft? Windows? Operating System,8,,FALSE,,3564,Microsoft.Win32.SafeHandles.SafeProcessHandle,87,9104,.,0,,System.Diagnostics.ProcessModule (conhost.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,6784,6784,1409024,1409024,161752,161752,1548288,1548288,5464064,5464064,82108416,2.20E+12,TRUE,Normal,1409024,1409024,0:00:00,conhost,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 10:44,,System.Diagnostics.ProcessThreadCollection,0:00:00,0:00:00,80900096,2.20E+12,FALSE,,,,4538368,4538368,,
Process,csrss,562,2.20E+12,3817472,1433600,17192,,,,,,,,13,,,,,,562,604,.,0,,,,,,17192,17192,1433600,1433600,162064,162064,1720320,1720320,4657152,4657152,50569216,2.20E+12,,,1433600,1433600,,csrss,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,49971200,2.20E+12,FALSE,,,,3817472,3817472,,
Process,csrss,670,2.20E+12,5656576,2146304,27024,,,,,,,,13,,,,,,670,736,.,0,,,,,,27024,27024,2146304,2146304,224952,224952,9732096,9732096,20398080,20398080,288149504,2.20E+12,,,2146304,2146304,,csrss,,TRUE,1,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,90783744,2.20E+12,FALSE,,,,5656576,5656576,,
Process,dasHost,152,2.20E+12,4972544,1167360,5904,,,,,,,,8,,,,,,152,1728,.,0,,,,,,5904,5904,1167360,1167360,44768,44768,1617920,1617920,5808128,5808128,30666752,2.20E+12,,,1167360,1167360,,dasHost,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,22147072,2.20E+12,FALSE,,,,4972544,4972544,,
Process,dwm,303,2.20E+12,48447488,58241024,26264,,,,,,,,13,,,,,,303,588,.,0,,,,,,26264,26264,58241024,58241024,383280,383280,93261824,93261824,90681344,90681344,286892032,2.20E+12,,,58241024,58241024,,dwm,,TRUE,1,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,266752000,2.20E+12,FALSE,,,,48447488,48447488,,
Process,ETDCtrl,425,127328256,18440192,6258688,17720,C:\Program Files\Elantech\ETDCtrl.exe,ELAN Microelectronics Corp.,0.28125,11.62.15.3,11.62.15.3,ETD Control Center,ELAN Smart-Pad,10,,FALSE,,5340,Microsoft.Win32.SafeHandles.SafeProcessHandle,425,2172,.,0,,System.Diagnostics.ProcessModule (ETDCtrl.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,17720,17720,6258688,6258688,268840,268840,6479872,6479872,20979712,20979712,137449472,137449472,TRUE,AboveNormal,6258688,6258688,00:00.2,ETDCtrl,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.1,127328256,127328256,FALSE,,,,18440192,18440192,,
Process,ETDCtrlHelper,117,96882688,9269248,2396160,9376,,,0.015625,,,,,10,,,,,,117,5488,.,0,,,,,,9376,9376,2396160,2396160,188448,188448,2490368,2490368,10326016,10326016,100052992,100052992,,,2396160,2396160,00:00.0,ETDCtrlHelper,,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:00.0,0:00:00,96882688,96882688,FALSE,,,,9269248,9269248,,
Process,ETDService,92,25309184,5079040,864256,5632,,,,,,,,8,,,,,,92,2284,.,0,,,,,,5632,5632,864256,864256,52824,52824,1101824,1101824,5570560,5570560,34304000,34304000,,,864256,864256,,ETDService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,25309184,25309184,FALSE,,,,5079040,5079040,,
Process,explorer,2510,2.20E+12,105213952,79872000,223328,C:\WINDOWS\Explorer.EXE,Microsoft Corporation,239.984375,10.0.10240.16384 (th1.150709-1700),10.0.10240.16384,Windows Explorer,Microsoft? Windows? Operating System,8,,FALSE,,6028,Microsoft.Win32.SafeHandles.SafeProcessHandle,2510,5536,.,9830524,,System.Diagnostics.ProcessModule (Explorer.EXE),1413120,204800,System.Diagnostics.ProcessModuleCollection,223328,223328,79872000,79872000,1265680,1265680,122822656,122822656,167198720,167198720,879206400,2.20E+12,TRUE,Normal,79872000,79872000,02:06.1,explorer,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,04:00.0,01:53.9,823709696,2.20E+12,FALSE,,,,105213952,105213952,,
Process,FMAPP,133,62935040,8937472,1507328,9712,C:\Program Files\Realtek\Audio\HDA\FMAPP.exe,,8.53125,1.64.0.5,1.64.0.5,FMAPP Application,FMAPP Application,8,,FALSE,,5872,Microsoft.Win32.SafeHandles.SafeProcessHandle,133,1364,.,0,,System.Diagnostics.ProcessModule (FMAPP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9712,9712,1507328,1507328,120448,120448,1732608,1732608,9695232,9695232,71389184,71389184,TRUE,Normal,1507328,1507328,00:07.0,FMAPP,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:08.5,00:01.5,62935040,62935040,FALSE,,,,8937472,8937472,,
Process,FMAPP,128,62443520,8683520,1490944,9576,C:\Program Files\Realtek\Audio\HDA\FMAPP.exe,,4.75,1.64.0.5,1.64.0.5,FMAPP Application,FMAPP Application,8,,FALSE,,2388,Microsoft.Win32.SafeHandles.SafeProcessHandle,128,3376,.,0,,System.Diagnostics.ProcessModule (FMAPP.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9576,9576,1490944,1490944,119488,119488,1724416,1724416,9408512,9408512,70897664,70897664,TRUE,Normal,1490944,1490944,00:03.9,FMAPP,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:04.8,00:00.9,62443520,62443520,FALSE,,,,8683520,8683520,,
Process,HeciServer,144,64450560,7815168,1368064,8072,,,,,,,,8,,,,,,144,2248,.,0,,,,,,8072,8072,1368064,1368064,125608,125608,1581056,1581056,8613888,8613888,71847936,71847936,,,1368064,1368064,,HeciServer,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,64450560,64450560,FALSE,,,,7815168,7815168,,
Process,httpd,166,77246464,12218368,5644288,22336,,,,,,,,8,,,,,,166,2564,.,0,,,,,,22336,22336,5644288,5644288,146824,146824,5939200,5939200,15900672,15900672,79429632,79429632,,,5644288,5644288,,httpd,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,77246464,77246464,FALSE,,,,12218368,12218368,,
Process,httpd,263,110698496,11395072,10186752,47648,,,,,,,,8,,,,,,263,2800,.,0,,,,,,47648,47648,10186752,10186752,152184,152184,10481664,10481664,16723968,16723968,112844800,112844800,,,10186752,10186752,,httpd,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,110698496,110698496,FALSE,,,,11395072,11395072,,
Process,Idle,0,65536,4096,0,0,,,,,,,,0,,,,,,0,0,.,0,,,,,,0,0,0,0,0,0,0,0,4096,4096,65536,65536,,,0,0,,Idle,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,65536,65536,FALSE,,,,4096,4096,,
Process,igfxCUIService,173,43921408,9207808,1769472,10392,,,,,,,,8,,,,,,173,1764,.,0,,,,,,10392,10392,1769472,1769472,83224,83224,1961984,1961984,10072064,10072064,51789824,51789824,,,1769472,1769472,,igfxCUIService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,43921408,43921408,FALSE,,,,9207808,9207808,,
Process,igfxEM,183,108597248,12906496,3624960,14064,C:\WINDOWS\system32\igfxEM.exe,Intel Corporation,0.140625,6.15.10.4256,6.15.10.4256,igfxEM Module,Intel(R) Common User Interface,8,,FALSE,,4232,Microsoft.Win32.SafeHandles.SafeProcessHandle,183,5832,.,0,,System.Diagnostics.ProcessModule (igfxEM.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,14064,14064,3624960,3624960,202296,202296,3825664,3825664,14585856,14585856,114937856,114937856,TRUE,Normal,3624960,3624960,00:00.1,igfxEM,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.1,108597248,108597248,FALSE,,,,12906496,12906496,,
Process,igfxHK,118,62341120,8773632,2232320,9848,C:\WINDOWS\system32\igfxHK.exe,Intel Corporation,0.078125,6.15.10.4256,6.15.10.4256,igfxHK Module,Intel(R) Common User Interface,8,,FALSE,,5800,Microsoft.Win32.SafeHandles.SafeProcessHandle,118,5840,.,0,,System.Diagnostics.ProcessModule (igfxHK.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,9848,9848,2232320,2232320,116888,116888,2826240,2826240,10145792,10145792,71380992,71380992,TRUE,Normal,2232320,2232320,00:00.0,igfxHK,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.0,62341120,62341120,FALSE,,,,8773632,8773632,,
Process,igfxTray,178,101425152,11771904,3272704,12296,C:\WINDOWS\system32\igfxTray.exe,,0.09375,,,,,8,,FALSE,,2404,Microsoft.Win32.SafeHandles.SafeProcessHandle,178,5916,.,0,,System.Diagnostics.ProcessModule (igfxTray.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,12296,12296,3272704,3272704,192472,192472,5169152,5169152,13299712,13299712,107773952,107773952,TRUE,Normal,3272704,3272704,00:00.0,igfxTray,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:00.1,00:00.1,101425152,101425152,FALSE,,,,11771904,11771904,,
Process,iPodService,142,46288896,8278016,2260992,10656,,,,,,,,8,,,,,,142,6776,.,0,,,,,,10656,10656,2260992,2260992,76464,76464,2301952,2301952,9048064,9048064,53686272,53686272,,,2260992,2260992,,iPodService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,46288896,46288896,FALSE,,,,8278016,8278016,,
Process,ipoint,295,127397888,7053312,4321280,22888,c:\Program Files\Microsoft Mouse and Keyboard Center\ipoint.exe,Microsoft Corporation,17.953125,2.5.166.0,2.5,IPoint.exe,Microsoft Mouse and Keyboard Center,8,,FALSE,,4948,Microsoft.Win32.SafeHandles.SafeProcessHandle,295,3884,.,66260,,System.Diagnostics.ProcessModule (ipoint.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,22888,22888,4321280,4321280,260952,260952,4460544,4460544,12500992,12500992,165232640,165232640,TRUE,Normal,4321280,4321280,00:11.1,ipoint,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:18.0,00:06.8,127397888,127397888,FALSE,,,,7053312,7053312,,
Process,iTunesHelper,253,136257536,15253504,3956736,20376,C:\Program Files\iTunes\iTunesHelper.exe,Apple Inc.,0.171875,12.1.2.27,12.1.2.27,iTunesHelper,iTunes,8,,FALSE,,5424,Microsoft.Win32.SafeHandles.SafeProcessHandle,253,6276,.,0,,System.Diagnostics.ProcessModule (iTunesHelper.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,20376,20376,3956736,3956736,267744,267744,4141056,4141056,17534976,17534976,142606336,142606336,TRUE,Normal,3956736,3956736,00:00.1,iTunesHelper,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:00.2,00:00.1,136257536,136257536,FALSE,,,,15253504,15253504,,
Process,itype,258,125902848,6971392,4530176,19392,c:\Program Files\Microsoft Mouse and Keyboard Center\itype.exe,Microsoft Corporation,4.796875,2.5.166.0,2.5,IType.exe,Microsoft Mouse and Keyboard Center,8,,FALSE,,5668,Microsoft.Win32.SafeHandles.SafeProcessHandle,258,2916,.,0,,System.Diagnostics.ProcessModule (itype.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,19392,19392,4530176,4530176,251840,251840,4673536,4673536,13991936,13991936,177922048,177922048,TRUE,Normal,4530176,4530176,00:03.3,itype,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:48,,System.Diagnostics.ProcessThreadCollection,00:04.8,00:01.5,125902848,125902848,FALSE,,,,6971392,6971392,,
Process,jhi_service,103,31989760,6164480,1212416,9784,,,,,,,,8,,,,,,103,6360,.,0,,,,,,9784,9784,1212416,1212416,66320,66320,1548288,1548288,6848512,6848512,38547456,38547456,,,1212416,1212416,,jhi_service,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,31989760,31989760,FALSE,,,,6164480,6164480,,
Process,LenovoSetSvr,157,66060288,8384512,1515520,8616,,,,,,,,8,,,,,,157,2400,.,0,,,,,,8616,8616,1515520,1515520,130360,130360,1802240,1802240,9134080,9134080,77955072,77955072,,,1515520,1515520,,LenovoSetSvr,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,66060288,66060288,FALSE,,,,8384512,8384512,,
Process,LenovoWiFiHotspotSvr,218,83079168,11173888,2367488,14048,,,,,,,,8,,,,,,218,2392,.,0,,,,,,14048,14048,2367488,2367488,149600,149600,2646016,2646016,12242944,12242944,92590080,92590080,,,2367488,2367488,,LenovoWiFiHotspotSvr,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,83079168,83079168,FALSE,,,,11173888,11173888,,
Process,LMS,238,72417280,11169792,3031040,14928,,,,,,,,8,,,,,,238,6396,.,0,,,,,,14928,14928,3031040,3031040,145520,145520,4509696,4509696,13496320,13496320,83128320,83128320,,,3031040,3031040,,LMS,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,72417280,72417280,FALSE,,,,11169792,11169792,,
Process,lsass,1212,2.20E+12,14807040,5693440,22832,,,,,,,,9,,,,,,1212,800,.,0,,,,,,22832,22832,5693440,5693440,126440,126440,6000640,6000640,17104896,17104896,49500160,2.20E+12,,,5693440,5693440,,lsass,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,47247360,2.20E+12,FALSE,,,,14807040,14807040,,
Process,LU,351,116838400,14282752,7385088,28456,,,,,,,,8,,,,,,351,7580,.,0,,,,,,28456,28456,7385088,7385088,212864,212864,8540160,8540160,21458944,21458944,127401984,127401984,,,7385088,7385088,,LU,,TRUE,1,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,116838400,116838400,FALSE,,,,14282752,14282752,,
Process,LUService,190,66007040,8437760,2969600,11232,,,,,,,,8,,,,,,190,2368,.,0,,,,,,11232,11232,2969600,2969600,128928,128928,3526656,3526656,10428416,10428416,77643776,77643776,,,2969600,2969600,,LUService,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,66007040,66007040,FALSE,,,,8437760,8437760,,
Process,mDNSResponder,144,31469568,6844416,1638400,13264,,,,,,,,8,,,,,,144,2320,.,0,,,,,,13264,13264,1638400,1638400,63536,63536,1781760,1781760,7266304,7266304,38866944,38866944,,,1638400,1638400,,mDNSResponder,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,31469568,31469568,FALSE,,,,6844416,6844416,,
Process,MOM,366,629338112,4313088,26632192,36176,C:\Program Files (x86)\AMD\ATI.ACE\Core-Static\MOM.exe,Advanced Micro Devices Inc.,1.53125,4.5.0.0,4.5.0.0,Catalyst Control Center: Monitoring program,Catalyst Control Center,8,,FALSE,,2244,Microsoft.Win32.SafeHandles.SafeProcessHandle,366,7024,.,0,,System.Diagnostics.ProcessModule (MOM.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,36176,36176,26632192,26632192,414616,414616,26783744,26783744,31870976,31870976,637022208,637022208,TRUE,Normal,26632192,26632192,00:01.0,MOM,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:01.5,00:00.6,629338112,629338112,FALSE,,,,4313088,4313088,,
Process,netsession_win,153,88260608,9568256,2977792,11136,C:\Users\RohiniSwetha\AppData\Local\Akamai\netsession_win.exe,"Akamai Technologies, Inc.",0.171875,1.9.3.1,1.9.3.1,Akamai NetSession Client,Akamai NetSession Client,8,,FALSE,,3796,Microsoft.Win32.SafeHandles.SafeProcessHandle,153,6656,.,0,,System.Diagnostics.ProcessModule (netsession_win.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,11136,11136,2977792,2977792,172760,172760,3350528,3350528,11522048,11522048,94875648,94875648,TRUE,Normal,2977792,2977792,00:00.1,netsession_win,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:00.2,00:00.1,88260608,88260608,FALSE,,,,9568256,9568256,,
Process,netsession_win,375,114450432,15040512,8470528,21808,C:\Users\RohiniSwetha\AppData\Local\Akamai\netsession_win.exe,"Akamai Technologies, Inc.",120.171875,1.9.3.1,1.9.3.1,Akamai NetSession Client,Akamai NetSession Client,8,,FALSE,,2160,Microsoft.Win32.SafeHandles.SafeProcessHandle,375,6692,.,0,,System.Diagnostics.ProcessModule (netsession_win.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,21808,21808,8470528,8470528,194480,194480,9392128,9392128,19329024,19329024,122388480,122388480,TRUE,Normal,8470528,8470528,01:45.3,netsession_win,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,02:00.2,00:14.9,114450432,114450432,FALSE,,,,15040512,15040512,,
Process,NitroAssistant,114,87867392,8085504,1875968,11224,C:\PROGRA~2\Nitro\PRO9~1\NitroAssistant.exe,Nitro PDF,0.25,"9, 0, 5, 9","9, 0, 5, 9",Nitro Pro 9,Nitro Pro 9,8,,FALSE,,5476,Microsoft.Win32.SafeHandles.SafeProcessHandle,114,2240,.,0,,System.Diagnostics.ProcessModule (NitroAssistant.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,11224,11224,1875968,1875968,169920,169920,2621440,2621440,10039296,10039296,103407616,103407616,TRUE,Normal,1875968,1875968,00:00.1,NitroAssistant,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 10:50,,System.Diagnostics.ProcessThreadCollection,00:00.3,00:00.1,87867392,87867392,FALSE,,,,8085504,8085504,,
Process,NitroPDF,429,501596160,72101888,164265984,123784,C:\PROGRA~2\Nitro\PRO9~1\NitroPDF.exe,Nitro PDF,86.078125,"9, 0, 5, 9","9, 0, 5, 9",Nitro Pro 9,Nitro Pro 9,8,,FALSE,,6120,Microsoft.Win32.SafeHandles.SafeProcessHandle,429,5752,.,526328,Nitro Pro 9,System.Diagnostics.ProcessModule (NitroPDF.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,123784,123784,164265984,164265984,514496,514496,186613760,186613760,181432320,181432320,575877120,575877120,TRUE,Normal,164265984,164265984,00:40.8,NitroPDF,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 10:50,,System.Diagnostics.ProcessThreadCollection,01:26.1,00:45.2,501596160,501596160,FALSE,,,,72101888,72101888,,
Process,NitroPDFDriverService9x64,119,56557568,5566464,1118208,7144,,,,,,,,8,,,,,,119,2452,.,0,,,,,,7144,7144,1118208,1118208,108592,108592,1306624,1306624,6135808,6135808,62898176,62898176,,,1118208,1118208,,NitroPDFDriverService9x64,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,56557568,56557568,FALSE,,,,5566464,5566464,,
Process,NLSSRV32,136,15269888,3784704,798720,6400,,,,,,,,8,,,,,,136,2552,.,0,,,,,,6400,6400,798720,798720,31296,31296,983040,983040,4214784,4214784,19181568,19181568,,,798720,798720,,NLSSRV32,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,15269888,15269888,FALSE,,,,3784704,3784704,,
Process,officeclicktorun,431,151646208,21180416,29777920,21920,,,,,,,,8,,,,,,431,2380,.,0,,,,,,21920,21920,29777920,29777920,214824,214824,34717696,34717696,45940736,45940736,159780864,159780864,,,29777920,29777920,,officeclicktorun,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,151646208,151646208,FALSE,,,,21180416,21180416,,
Process,OneDrive,702,255901696,34639872,11923456,40608,C:\Users\RohiniSwetha\AppData\Local\Microsoft\OneDrive\OneDrive.exe,Microsoft Corporation,5.03125,17.3.6201.1019,17.3.6201.1019,Microsoft OneDrive,Microsoft OneDrive,8,,FALSE,,6016,Microsoft.Win32.SafeHandles.SafeProcessHandle,702,6436,.,0,,System.Diagnostics.ProcessModule (OneDrive.exe),1413120,204800,System.Diagnostics.ProcessModuleCollection,40608,40608,11923456,11923456,453488,453488,20455424,20455424,40452096,40452096,279199744,279199744,TRUE,Normal,11923456,11923456,00:01.1,OneDrive,15,TRUE,1,System.Diagnostics.ProcessStartInfo,12/7/2015 9:50,,System.Diagnostics.ProcessThreadCollection,00:05.0,00:03.9,255901696,255901696,FALSE,,,,34639872,34639872,,
Process,PhoneCompanionPusher,84,31580160,4317184,745472,5488,,,,,,,,8,,,,,,84,2748,.,0,,,,,,5488,5488,745472,745472,63376,63376,950272,950272,4804608,4804608,35667968,35667968,,,745472,745472,,PhoneCompanionPusher,,TRUE,0,System.Diagnostics.ProcessStartInfo,,,System.Diagnostics.ProcessThreadCollection,,,31580160,31580160,FALSE,,,,4317184,4317184,,
